files,mm_pixel,d1,d5,d10,d16,d25,d50,d75,d84,d90,d95,p5,p10,p16,p25,p50,p75,p84,p90,p95
images\mattole_images\MB_201907_15\DSCN3213c.JPG,0.061410071942446,130.740740740741,210.064102564103,436.946902654867,693.169398907104,823.248175182482,1242.13089802131,2044.15156507414,2637.23228995058,3650.60240963855,6634.0425531915,12.9000516509869,26.8329407270644,42.5675826551873,50.5557296644436,76.2793478094238,125.531494672467,161.952624654807,224.18375660917,407.397030460739
images\mattole_images\MB_201907_16\DSCN3221a.JPG,0.05335,136.228373702422,200.34188034188,260.572139303483,335.199004975124,626.595744680851,982.912250953794,1440.1730920535,1857.95436664044,2419.2513368984,3467.3031026253,10.6882393162393,13.9015236318408,17.8828669154229,33.4288829787234,52.4383685883849,76.8332344610542,99.1218654602675,129.06705882353,184.98062052506
images\mattole_images\MB_201907_16\DSCN3221b.JPG,0.05335,136.228373702422,200.34188034188,260.572139303483,335.199004975124,626.595744680851,982.912250953794,1440.1730920535,1857.95436664044,2419.2513368984,3467.3031026253,10.6882393162393,13.9015236318408,17.8828669154229,33.4288829787234,52.4383685883849,76.8332344610542,99.1218654602675,129.06705882353,184.98062052506
images\mattole_images\MB_201907_16\DSCN3221c.JPG,0.05335,136.228373702422,200.34188034188,260.572139303483,335.199004975124,626.595744680851,982.912250953794,1440.1730920535,1857.95436664044,2419.2513368984,3467.3031026253,10.6882393162393,13.9015236318408,17.8828669154229,33.4288829787234,52.4383685883849,76.8332344610542,99.1218654602675,129.06705882353,184.98062052506
images\mattole_images\MB_201907_17\DSCN3234a.JPG,0.046901098901099,162.737226277372,217.978723404255,255.84778136938,273.479282985601,299.926535409932,393.104693140794,574.78672985782,702.748815165877,895.127906976745,1195.68181818182,10.2234416647182,11.999542097632,12.8264788987093,14.0668841003252,18.4370420914825,26.9581292641008,32.9596916827249,41.98248249425,56.0787912087913
images\mattole_images\MB_201907_17\DSCN3234b.JPG,0.046901098901099,162.737226277372,217.978723404255,255.84778136938,273.479282985601,299.926535409932,393.104693140794,574.78672985782,702.748815165877,895.127906976745,1195.68181818182,10.2234416647182,11.999542097632,12.8264788987093,14.0668841003252,18.4370420914825,26.9581292641008,32.9596916827249,41.98248249425,56.0787912087913
images\mattole_images\MB_201907_17\DSCN3234c.JPG,0.046901098901099,162.737226277372,217.978723404255,255.84778136938,273.479282985601,299.926535409932,393.104693140794,574.78672985782,702.748815165877,895.127906976745,1195.68181818182,10.2234416647182,11.999542097632,12.8264788987093,14.0668841003252,18.4370420914825,26.9581292641008,32.9596916827249,41.98248249425,56.0787912087913
images\mattole_images\MB_201907_18\DSCN3246a.JPG,0.046901098901099,167.727272727273,222.180936995153,261.199294532628,287.654320987654,327.336860670194,644.104234527687,1282.1829105474,1592.87043664996,1846.27057981389,2208.82917466411,10.4205300999485,12.250533945772,13.4913037579704,15.352458476268,30.2091964061996,60.1357874968825,74.7073738859564,86.5921190620405,103.596515576554
images\mattole_images\MB_201907_18\DSCN3246b.JPG,0.046901098901099,167.727272727273,222.180936995153,261.199294532628,287.654320987654,327.336860670194,644.104234527687,1282.1829105474,1592.87043664996,1846.27057981389,2208.82917466411,10.4205300999485,12.250533945772,13.4913037579704,15.352458476268,30.2091964061996,60.1357874968825,74.7073738859564,86.5921190620405,103.596515576554
images\mattole_images\MB_201907_18\DSCN3246c.JPG,0.046901098901099,167.727272727273,222.180936995153,261.199294532628,287.654320987654,327.336860670194,644.104234527687,1282.1829105474,1592.87043664996,1846.27057981389,2208.82917466411,10.4205300999485,12.250533945772,13.4913037579704,15.352458476268,30.2091964061996,60.1357874968825,74.7073738859564,86.5921190620405,103.596515576554
images\mattole_images\MB_201907_19\DSCN3272a.JPG,0.043551020408163,183.029612756264,246.810933940775,279.37576499388,316.09547123623,380.262390670554,644.823170731707,1251.70263788969,1953.02547770701,2382.27628149435,2729.80017376195,10.7488680210125,12.1670996427947,13.766280318737,16.5608151365503,28.0827070681931,54.5129271276857,85.0562524372808,103.750562953244,118.885583077714
images\mattole_images\MB_201907_19\DSCN3272b.JPG,0.043551020408163,183.029612756264,246.810933940775,279.37576499388,316.09547123623,380.262390670554,644.823170731707,1251.70263788969,1953.02547770701,2382.27628149435,2729.80017376195,10.7488680210125,12.1670996427947,13.766280318737,16.5608151365503,28.0827070681931,54.5129271276857,85.0562524372808,103.750562953244,118.885583077714
images\mattole_images\MB_201907_19\DSCN3272c.JPG,0.043551020408163,183.029612756264,246.810933940775,279.37576499388,316.09547123623,380.262390670554,644.823170731707,1251.70263788969,1953.02547770701,2382.27628149435,2729.80017376195,10.7488680210125,12.1670996427947,13.766280318737,16.5608151365503,28.0827070681931,54.5129271276857,85.0562524372808,103.750562953244,118.885583077714
images\mattole_images\MB_201907_20\DSCN3290a.JPG,0.04268,145.976744186047,193.672275054865,219.275786393563,250,273.980815347722,340.594191313616,586.826923076923,818.402555910543,1010.20746887967,1499.39393939394,8.26593269934164,9.35869056327727,10.67,11.6935011990408,14.5365600852651,25.0457730769231,34.929421086262,43.1156547717843,63.9941333333334
images\mattole_images\MB_201907_20\DSCN3290b.JPG,0.04268,145.976744186047,193.672275054865,219.275786393563,250,273.980815347722,340.594191313616,586.826923076923,818.402555910543,1010.20746887967,1499.39393939394,8.26593269934164,9.35869056327727,10.67,11.6935011990408,14.5365600852651,25.0457730769231,34.929421086262,43.1156547717843,63.9941333333334
images\mattole_images\MB_201907_20\DSCN3290c.JPG,0.04268,145.976744186047,193.672275054865,219.275786393563,250,273.980815347722,340.594191313616,586.826923076923,818.402555910543,1010.20746887967,1499.39393939394,8.26593269934164,9.35869056327727,10.67,11.6935011990408,14.5365600852651,25.0457730769231,34.929421086262,43.1156547717843,63.9941333333334
images\mattole_images\MB_201907_21\DSCN3301a.JPG,0.094844444444445,184.136363636364,247.772727272727,276.485013623978,309.182561307902,369.17866215072,1033.71573604061,1582.34276065851,1806.48796960743,1955.91810890671,2341.79894179894,23.4998666666666,26.2230675143808,29.3242482591583,35.0145451124283,98.0421946982516,150.076420055345,171.335347872989,185.507966418085,222.106619635508
images\mattole_images\MB_201907_21\DSCN3301b.JPG,0.094844444444445,184.136363636364,247.772727272727,276.485013623978,309.182561307902,369.17866215072,1033.71573604061,1582.34276065851,1806.48796960743,1955.91810890671,2341.79894179894,23.4998666666666,26.2230675143808,29.3242482591583,35.0145451124283,98.0421946982516,150.076420055345,171.335347872989,185.507966418085,222.106619635508
images\mattole_images\MB_201907_21\DSCN3301c.JPG,0.094844444444445,184.136363636364,247.772727272727,276.485013623978,309.182561307902,369.17866215072,1033.71573604061,1582.34276065851,1806.48796960743,1955.91810890671,2341.79894179894,23.4998666666666,26.2230675143808,29.3242482591583,35.0145451124283,98.0421946982516,150.076420055345,171.335347872989,185.507966418085,222.106619635508
images\mattole_images\MB_201907_22\DSCN3316a.JPG,0.059692307692308,180.614035087719,229.736842105263,267.847629195525,299.813532232285,347.762386787427,714.210526315789,1464.68099395567,1821.29617192747,2120.64777327935,2525.50607287449,13.7135222672065,15.9884430965944,17.8965616163272,20.7587393959264,42.6328744939271,87.4301885622769,108.717371493517,126.586359389598,150.753285580816
images\mattole_images\MB_201907_22\DSCN3316b.JPG,0.059692307692308,180.614035087719,229.736842105263,267.847629195525,299.813532232285,347.762386787427,714.210526315789,1464.68099395567,1821.29617192747,2120.64777327935,2525.50607287449,13.7135222672065,15.9884430965944,17.8965616163272,20.7587393959264,42.6328744939271,87.4301885622769,108.717371493517,126.586359389598,150.753285580816
images\mattole_images\MB_201907_22\DSCN3316c.JPG,0.059692307692308,180.614035087719,229.736842105263,267.847629195525,299.813532232285,347.762386787427,714.210526315789,1464.68099395567,1821.29617192747,2120.64777327935,2525.50607287449,13.7135222672065,15.9884430965944,17.8965616163272,20.7587393959264,42.6328744939271,87.4301885622769,108.717371493517,126.586359389598,150.753285580816
images\mattole_images\MB_201907_23\DSCN3338a.JPG,0.048777142857143,136.431870669746,181.581450653983,195.453824811732,212.100673801031,237.070947284978,288.787185354691,336.460717009916,379.718456725756,473.566214807091,732.745098039215,8.85702435875657,9.53367913481683,10.3456648660891,11.5636434629976,14.086213795358,16.4115924594094,18.521581409206,23.0992069119619,35.7412123249299
images\mattole_images\MB_201907_23\DSCN3338b.JPG,0.048777142857143,136.431870669746,181.581450653983,195.453824811732,212.100673801031,237.070947284978,288.787185354691,336.460717009916,379.718456725756,473.566214807091,732.745098039215,8.85702435875657,9.53367913481683,10.3456648660891,11.5636434629976,14.086213795358,16.4115924594094,18.521581409206,23.0992069119619,35.7412123249299
images\mattole_images\MB_201907_23\DSCN3338c.JPG,0.048777142857143,136.431870669746,181.581450653983,195.453824811732,212.100673801031,237.070947284978,288.787185354691,336.460717009916,379.718456725756,473.566214807091,732.745098039215,8.85702435875657,9.53367913481683,10.3456648660891,11.5636434629976,14.086213795358,16.4115924594094,18.521581409206,23.0992069119619,35.7412123249299
images\mattole_images\MB_201907_24\DSCN3350a.JPG,0.050211764705882,163.941605839416,207.155172413793,244.870689655172,263.574891553968,286.539933656545,351.120045950603,637.389830508475,864.750542299349,1129.31354359926,1559.49709864604,10.4016267748479,12.2953894523326,13.2345604370863,14.3876757276016,17.6303571307903,32.0044681954138,43.4206507592191,56.7048259303723,78.3051013767212
images\mattole_images\MB_201907_24\DSCN3350b.JPG,0.050211764705882,163.941605839416,207.155172413793,244.870689655172,263.574891553968,286.539933656545,351.120045950603,637.389830508475,864.750542299349,1129.31354359926,1559.49709864604,10.4016267748479,12.2953894523326,13.2345604370863,14.3876757276016,17.6303571307903,32.0044681954138,43.4206507592191,56.7048259303723,78.3051013767212
images\mattole_images\MB_201907_24\DSCN3350c.JPG,0.050211764705882,163.941605839416,207.155172413793,244.870689655172,263.574891553968,286.539933656545,351.120045950603,637.389830508475,864.750542299349,1129.31354359926,1559.49709864604,10.4016267748479,12.2953894523326,13.2345604370863,14.3876757276016,17.6303571307903,32.0044681954138,43.4206507592191,56.7048259303723,78.3051013767212
images\mattole_images\MB_201907_25\DSCN3371a.JPG,0.071133333333333,135.065359477124,183.802969938428,196.479536399855,211.691416153568,234.509235784136,285.059391239792,331.458797327394,348.162583518931,473.805601317957,847.314487632509,13.0745179282868,13.9762443559097,15.0583160690571,16.6814236387782,20.2772246968572,23.5777691165553,24.7659651076466,33.7033717737507,60.2723038869258
images\mattole_images\MB_201907_25\DSCN3371b.JPG,0.071133333333333,135.065359477124,183.802969938428,196.479536399855,211.691416153568,234.509235784136,285.059391239792,331.458797327394,348.162583518931,473.805601317957,847.314487632509,13.0745179282868,13.9762443559097,15.0583160690571,16.6814236387782,20.2772246968572,23.5777691165553,24.7659651076466,33.7033717737507,60.2723038869258
images\mattole_images\MB_201907_25\DSCN3371c.JPG,0.071133333333333,135.065359477124,183.802969938428,196.479536399855,211.691416153568,234.509235784136,285.059391239792,331.458797327394,348.162583518931,473.805601317957,847.314487632509,13.0745179282868,13.9762443559097,15.0583160690571,16.6814236387782,20.2772246968572,23.5777691165553,24.7659651076466,33.7033717737507,60.2723038869258
images\mattole_images\MB_201907_26\DSCN3391a.JPG,0.044,134.28125,180.036420395421,198.246618106139,220.098855359001,251.435319767442,296.856831395349,342.278343023256,437.102689486552,636.979695431472,1021.06164383562,7.92160249739852,8.72285119667012,9.68434963579604,11.0631540697674,13.0617005813954,15.0602470930233,19.2325183374083,28.0271065989848,44.9267123287673
images\mattole_images\MB_201907_26\DSCN3391b.JPG,0.044,134.28125,180.036420395421,198.246618106139,220.098855359001,251.435319767442,296.856831395349,342.278343023256,437.102689486552,636.979695431472,1021.06164383562,7.92160249739852,8.72285119667012,9.68434963579604,11.0631540697674,13.0617005813954,15.0602470930233,19.2325183374083,28.0271065989848,44.9267123287673
images\mattole_images\MB_201907_26\DSCN3391c.JPG,0.044,134.28125,180.036420395421,198.246618106139,220.098855359001,251.435319767442,296.856831395349,342.278343023256,437.102689486552,636.979695431472,1021.06164383562,7.92160249739852,8.72285119667012,9.68434963579604,11.0631540697674,13.0617005813954,15.0602470930233,19.2325183374083,28.0271065989848,44.9267123287673
images\mattole_images\MB_201907_27\DSCN3441a.JPG,0.058868965517241,1429.42236024845,1576.00621118012,1759.23602484472,1979.11180124224,2196.79019550627,2780.39101254742,3570.65390749601,3857.73524720893,4222.38267148014,4944.40433212996,92.7778553009207,103.564404883273,116.508264382095,129.322766267873,163.678742642102,210.200701754386,227.100883242589,248.567299887962,291.071968131457
images\mattole_images\MB_201907_27\DSCN3441b.JPG,0.058868965517241,1429.42236024845,1576.00621118012,1759.23602484472,1979.11180124224,2196.79019550627,2780.39101254742,3570.65390749601,3857.73524720893,4222.38267148014,4944.40433212996,92.7778553009207,103.564404883273,116.508264382095,129.322766267873,163.678742642102,210.200701754386,227.100883242589,248.567299887962,291.071968131457
images\mattole_images\MB_201907_27\DSCN3441c.JPG,0.058868965517241,1429.42236024845,1576.00621118012,1759.23602484472,1979.11180124224,2196.79019550627,2780.39101254742,3570.65390749601,3857.73524720893,4222.38267148014,4944.40433212996,92.7778553009207,103.564404883273,116.508264382095,129.322766267873,163.678742642102,210.200701754386,227.100883242589,248.567299887962,291.071968131457
images\mattole_images\MB_201907_28\DSCN3495a.JPG,0.06939837398374,65,173.669064748201,1422.86912751678,1541.6610738255,1719.84899328859,2263.0303030303,2987.91208791209,3581.31868131868,3976.92307692308,4910.64871481028,12.052350704802,98.7448038413271,106.988771757516,119.3547236318,157.050623306233,207.35624050746,248.537693201108,275.991994996873,340.791036013175
images\mattole_images\MB_201907_28\DSCN3495b.JPG,0.06939837398374,65,173.669064748201,1422.86912751678,1541.6610738255,1719.84899328859,2263.0303030303,2987.91208791209,3581.31868131868,3976.92307692308,4910.64871481028,12.052350704802,98.7448038413271,106.988771757516,119.3547236318,157.050623306233,207.35624050746,248.537693201108,275.991994996873,340.791036013175
images\mattole_images\MB_201907_28\DSCN3495c.JPG,0.06939837398374,65,173.669064748201,1422.86912751678,1541.6610738255,1719.84899328859,2263.0303030303,2987.91208791209,3581.31868131868,3976.92307692308,4910.64871481028,12.052350704802,98.7448038413271,106.988771757516,119.3547236318,157.050623306233,207.35624050746,248.537693201108,275.991994996873,340.791036013175
images\mattole_images\MB_201907_29\DSCN3521a.JPG,0.054025316455696,124.186046511628,450.588235294118,908.004201680672,1069.15477084899,1207.77235161533,1706.37325433771,5204.09956076135,6590.62676453981,7403.72670807453,8373.54085603112,24.3431720029784,49.0552143389001,57.761424835234,65.2502835024586,92.187355057131,281.153125637082,356.060696595644,399.988678355216,452.383194601783
images\mattole_images\MB_201907_29\DSCN3521b.JPG,0.054025316455696,124.186046511628,450.588235294118,908.004201680672,1069.15477084899,1207.77235161533,1706.37325433771,5204.09956076135,6590.62676453981,7403.72670807453,8373.54085603112,24.3431720029784,49.0552143389001,57.761424835234,65.2502835024586,92.187355057131,281.153125637082,356.060696595644,399.988678355216,452.383194601783
images\mattole_images\MB_201907_29\DSCN3521c.JPG,0.054025316455696,124.186046511628,450.588235294118,908.004201680672,1069.15477084899,1207.77235161533,1706.37325433771,5204.09956076135,6590.62676453981,7403.72670807453,8373.54085603112,24.3431720029784,49.0552143389001,57.761424835234,65.2502835024586,92.187355057131,281.153125637082,356.060696595644,399.988678355216,452.383194601783
images\mattole_images\MB_201907_30\DSCN3550a.JPG,0.074877192982456,1736.98795180723,2393.95770392749,2949.31714719272,3495.59939301973,4256.8909512761,6355.1912568306,9650.59616381545,11143.5977190254,13486.8686868687,15507.0707070707,179.252832988816,220.836589196816,261.740670340495,318.744045263972,475.858882178123,722.60955135376,834.401316926323,1009.85886939571,1161.12592592593
images\mattole_images\MB_201907_30\DSCN3550b.JPG,0.074877192982456,1736.98795180723,2393.95770392749,2949.31714719272,3495.59939301973,4256.8909512761,6355.1912568306,9650.59616381545,11143.5977190254,13486.8686868687,15507.0707070707,179.252832988816,220.836589196816,261.740670340495,318.744045263972,475.858882178123,722.60955135376,834.401316926323,1009.85886939571,1161.12592592593
images\mattole_images\MB_201907_30\DSCN3550c.JPG,0.074877192982456,1736.98795180723,2393.95770392749,2949.31714719272,3495.59939301973,4256.8909512761,6355.1912568306,9650.59616381545,11143.5977190254,13486.8686868687,15507.0707070707,179.252832988816,220.836589196816,261.740670340495,318.744045263972,475.858882178123,722.60955135376,834.401316926323,1009.85886939571,1161.12592592593
